Gene ID	source_id	Product Description	Input Ortholog(s)	gene_source_id	Gene Name or Symbol	
PF3D7_0514200	PF3D7_0514200.1	conserved Plasmodium protein, unknown function	PVP01_1019700	PF3D7_0514200	N/A	
PF3D7_0514300	PF3D7_0514300.1	aspartate--tRNA ligase, putative	PVP01_1019600	PF3D7_0514300	N/A	
PF3D7_0514500	PF3D7_0514500.1	conserved Plasmodium membrane protein, unknown function	PVP01_1019400	PF3D7_0514500	N/A	
PF3D7_0514600	PF3D7_0514600.1	ribose-5-phosphate isomerase, putative	PVP01_1019300	PF3D7_0514600	N/A	
PF3D7_0514700	PF3D7_0514700.1	MORN repeat protein, putative	PVP01_1019200	PF3D7_0514700	N/A	
PF3D7_0514800	PF3D7_0514800.1	inositol polyphosphate multikinase, putative	PVP01_1019100	PF3D7_0514800	N/A	
PF3D7_0514900	PF3D7_0514900.1	conserved Plasmodium protein, unknown function	PVP01_1019000	PF3D7_0514900	N/A	
PF3D7_0515000	PF3D7_0515000.1	pre-mRNA-splicing factor CWC2, putative	PVP01_1018900	PF3D7_0515000	CWC2	
PF3D7_0515100	PF3D7_0515100.1	rhomboid protease ROM9	PVP01_1018800	PF3D7_0515100	ROM9	
PF3D7_0515200	PF3D7_0515200.1	conserved Plasmodium protein, unknown function	PVP01_1018700	PF3D7_0515200	N/A	
PF3D7_0515300	PF3D7_0515300.1	phosphatidylinositol 3-kinase	PVP01_1018600	PF3D7_0515300	PI3K	
PF3D7_0515400	PF3D7_0515400.1	conserved protein, unknown function	PVP01_1018500	PF3D7_0515400	N/A	
PF3D7_0515500	PF3D7_0515500.1	gametogenesis essential protein 1, putative	PVP01_1018400	PF3D7_0515500	GEP1	
PF3D7_0515600	PF3D7_0515600.1	gamete egress protein GEP, putative	PVP01_1018300	PF3D7_0515600	GEP	
PF3D7_0515700	PF3D7_0515700.1	glideosome-associated protein 40, putative	PVP01_1018200	PF3D7_0515700	GAP40	
PF3D7_0515800	PF3D7_0515800.1	BolA-like protein, putative	PVP01_1018100	PF3D7_0515800	N/A	
PF3D7_0515900	PF3D7_0515900.1	NLI interacting factor-like phosphatase, putative	PVP01_1018000	PF3D7_0515900	NIF2	
PF3D7_0516000	PF3D7_0516000.1	RAP protein, putative	PVP01_1017900	PF3D7_0516000	N/A	
PF3D7_0516100	PF3D7_0516100.1	cation-transporting ATPase 1	PVP01_1030000	PF3D7_0516100	ATPase1	
PF3D7_0516200	PF3D7_0516200.1	40S ribosomal protein S11	PVP01_1017800	PF3D7_0516200	RPS11	
PF3D7_0516300	PF3D7_0516300.1	tRNA pseudouridine synthase, putative	PVP01_1017700	PF3D7_0516300	N/A	
PF3D7_0516400	PF3D7_0516400.1	phosducin-like protein 1, putative	PVP01_1017600	PF3D7_0516400	PhLP1	
PF3D7_0516500	PF3D7_0516500.1	major facilitator superfamily domain-containing protein, putative	PVP01_1017500	PF3D7_0516500	MFS1	
PF3D7_0516600	PF3D7_0516600.1	sporozoite surface antigen MB2	PVP01_1017400	PF3D7_0516600	MB2	
PF3D7_0516700	PF3D7_0516700.1	ubiquitin carboxyl-terminal hydrolase 2, putative	PVP01_1017300	PF3D7_0516700	N/A	
PF3D7_0516900	PF3D7_0516900.1	60S ribosomal protein L2	PVP01_1017100	PF3D7_0516900	RPL2	
PF3D7_0517000	PF3D7_0517000.1	60S ribosomal protein L12, putative	PVP01_1017000	PF3D7_0517000	N/A	
PF3D7_0517100	PF3D7_0517100.1	conserved protein, unknown function	PVP01_1016900	PF3D7_0517100	N/A	
PF3D7_0517200	PF3D7_0517200.1	conserved Plasmodium protein, unknown function	PVP01_1016800	PF3D7_0517200	N/A	
PF3D7_0517300	PF3D7_0517300.1	serine/arginine-rich splicing factor 1	PVP01_1016700	PF3D7_0517300	SR1	
PF3D7_0517400	PF3D7_0517400.1	FACT complex subunit SPT16, putative	PVP01_1016600	PF3D7_0517400	FACT-L	
PF3D7_0517500	PF3D7_0517500.1	UTP--glucose-1-phosphate uridylyltransferase, putative	PVP01_1016500	PF3D7_0517500	N/A	
PF3D7_0517600	PF3D7_0517600.1	F-actin-capping protein subunit beta, putative	PVP01_1016400	PF3D7_0517600	CPbeta	
PF3D7_0517700	PF3D7_0517700.1	eukaryotic translation initiation factor 3 subunit B, putative	PVP01_1016300	PF3D7_0517700	EIF3B	
PF3D7_0517800	PF3D7_0517800.1	doublecortin domain-containing protein, putative	PVP01_1016200	PF3D7_0517800	DCX	
PF3D7_0517900	PF3D7_0517900.1	zinc finger protein, putative	PVP01_1016000	PF3D7_0517900	N/A	
PF3D7_0518000	PF3D7_0518000.1	NOSIP domain-containing protein, putative	PVP01_1015900	PF3D7_0518000	N/A	
PF3D7_0518100	PF3D7_0518100.1	protein AMR2	PVP01_1015800	PF3D7_0518100	AMR2	
PF3D7_0518200	PF3D7_0518200.1	SWIB/MDM2 domain-containing protein	PVP01_1015700	PF3D7_0518200	MDM2	
PF3D7_0518300	PF3D7_0518300.1	proteasome subunit beta type-1, putative	PVP01_1015600	PF3D7_0518300	N/A	
PF3D7_0518400	PF3D7_0518400.1	cyclin, putative	PVP01_1015500	PF3D7_0518400	CYC3	
PF3D7_0518500	PF3D7_0518500.1	ATP-dependent RNA helicase DDX23, putative	PVP01_1015400	PF3D7_0518500	DDX23	
PF3D7_0518600	PF3D7_0518600.1	WD repeat-containing protein 26, putative	PVP01_1015300	PF3D7_0518600	WDR26	
PF3D7_0518700	PF3D7_0518700.1	mRNA-binding protein PUF1	PVP01_1015200	PF3D7_0518700	PUF1	
PF3D7_0518800	PF3D7_0518800.1	secreted ookinete protein, putative	PVP01_1015100	PF3D7_0518800	PSOP13	
PF3D7_0518900	PF3D7_0518900.1	conserved protein, unknown function	PVP01_1015000	PF3D7_0518900	N/A	
PF3D7_0519000	PF3D7_0519000.1	histone RNA hairpin-binding protein, putative	PVP01_1014900	PF3D7_0519000	SLBP	
PF3D7_0519100	PF3D7_0519100.1	50S ribosomal protein L14, mitochondrial, putative	PVP01_1014800	PF3D7_0519100	N/A	
PF3D7_0519200	PF3D7_0519200.1	V-type proton ATPase 16 kDa proteolipid subunit	PVP01_1014700	PF3D7_0519200	N/A	
PF3D7_0519300	PF3D7_0519300.1	protoheme IX farnesyltransferase	PVP01_1014600	PF3D7_0519300	COX10	
PF3D7_0519400	PF3D7_0519400.1	40S ribosomal protein S24	PVP01_1014500	PF3D7_0519400	RPS24	
PF3D7_0519500	PF3D7_0519500.1	CCR4 domain-containing protein 1, putative	PVP01_1014400	PF3D7_0519500	CCR4-1	
PF3D7_0519600	PF3D7_0519600.1	zinc finger protein, putative	PVP01_1014300	PF3D7_0519600	N/A	
PF3D7_0519700	PF3D7_0519700.1	FoP domain-containing protein, putative	PVP01_1014200	PF3D7_0519700	N/A	
PF3D7_0519900	PF3D7_0519900.1	conserved protein, unknown function	PVP01_1014000	PF3D7_0519900	N/A	
PF3D7_0520000	PF3D7_0520000.1	40S ribosomal protein S9, putative	PVP01_1013900	PF3D7_0520000	RPS9	
PF3D7_0520100	PF3D7_0520100.1	protein phosphatase PPM9, putative	PVP01_1013800	PF3D7_0520100	PPM9	
PF3D7_0520200	PF3D7_0520200.1	mediator of RNA polymerase II transcription subunit 17, putative	PVP01_1013700	PF3D7_0520200	MED17	
PF3D7_0520300	PF3D7_0520300.1	U6 snRNA-associated Sm-like protein LSm2, putative	PVP01_1013600	PF3D7_0520300	LSM2	
PF3D7_0520400	PF3D7_0520400.1	single-stranded DNA-binding protein, putative	PVP01_1013500	PF3D7_0520400	N/A	
PF3D7_0520500	PF3D7_0520500.1	phosphomethylpyrimidine kinase, putative	PVP01_1013400	PF3D7_0520500	N/A	
PF3D7_0520600	PF3D7_0520600.1	bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	PVP01_1013300	PF3D7_0520600	Ap4AH	
PF3D7_0520700	PF3D7_0520700.1	CDC73 domain-containing protein, putative	PVP01_1013200	PF3D7_0520700	N/A	
PF3D7_0520800	PF3D7_0520800.1	conserved protein, unknown function	PVP01_1013100	PF3D7_0520800	N/A	
PF3D7_0520900	PF3D7_0520900.1	adenosylhomocysteinase	PVP01_1013000	PF3D7_0520900	SAHH	
PF3D7_0521000	PF3D7_0521000.1	conserved Plasmodium protein, unknown function	PVP01_1012900	PF3D7_0521000	N/A	
PF3D7_0521100	PF3D7_0521100.1	conserved Plasmodium protein, unknown function	PVP01_1012800	PF3D7_0521100	N/A	
PF3D7_0521200	PF3D7_0521200.1	conserved protein, unknown function	PVP01_1012700	PF3D7_0521200	N/A	
PF3D7_0521300	PF3D7_0521300.1	zinc finger protein, putative	PVP01_1012600	PF3D7_0521300	N/A	
PF3D7_0521400	PF3D7_0521400.1	conserved protein, unknown function	PVP01_1012500	PF3D7_0521400	N/A	
PF3D7_0521500	PF3D7_0521500.1	ribosomal large subunit pseudouridylate synthase, putative	PVP01_1012400	PF3D7_0521500	N/A	
PF3D7_0521600	PF3D7_0521600.1	conserved Plasmodium protein, unknown function	PVP01_1012300	PF3D7_0521600	N/A	
PF3D7_0521700	PF3D7_0521700.1	ATP-dependent RNA helicase DDX1, putative	PVP01_1012200	PF3D7_0521700	DDX1	
PF3D7_0521800	PF3D7_0521800.1	AFG1-like ATPase, putative	PVP01_1012100	PF3D7_0521800	N/A	
PF3D7_0521900	PF3D7_0521900.1	conserved Plasmodium protein, unknown function	PVP01_1012000,PVP01_1029000	PF3D7_0521900	N/A	
PF3D7_0522000	PF3D7_0522000.1	conserved Plasmodium protein, unknown function	PVP01_1011900	PF3D7_0522000	N/A	
PF3D7_0522100	PF3D7_0522100.1	conserved Plasmodium protein, unknown function	PVP01_1011800	PF3D7_0522100	N/A	
PF3D7_0522200	PF3D7_0522200.1	transcription initiation factor TFIID subunit 10, putative	PVP01_1011700	PF3D7_0522200	TAF10	
PF3D7_0522300	PF3D7_0522300.1	18S rRNA (guanine-N(7))-methyltransferase, putative	PVP01_1011600	PF3D7_0522300	N/A	
PF3D7_0522400	PF3D7_0522400.1	conserved Plasmodium protein, unknown function	PVP01_1011500	PF3D7_0522400	N/A	
PF3D7_0522500	PF3D7_0522500.1	50S ribosomal protein L17, apicoplast, putative	PVP01_1011400	PF3D7_0522500	RPL17	
PF3D7_0522600	PF3D7_0522600.1	magnesium transporter NIPA, putative	PVP01_1011300	PF3D7_0522600	N/A	
PF3D7_0522700	PF3D7_0522700.1	iron-sulfur cluster assembly protein SufA	PVP01_1011200	PF3D7_0522700	SufA	
PF3D7_0522800	PF3D7_0522800.1	pre-mRNA-splicing factor BUD31, putative	PVP01_1011100	PF3D7_0522800	BUD31	
PF3D7_0523000	PF3D7_0523000.1	multidrug resistance protein 1	PVP01_1010900	PF3D7_0523000	MDR1	
PF3D7_0523100	PF3D7_0523100.1	mitochondrial-processing peptidase subunit alpha, putative	PVP01_1010800	PF3D7_0523100	N/A	
PF3D7_0523200	PF3D7_0523200.1	heptatricopeptide repeat-containing protein, putative	PVP01_1010700	PF3D7_0523200	N/A	
PF3D7_0523300	PF3D7_0523300.1	cytochrome c oxidase subunit ApiCOX18, putative	PVP01_1010600	PF3D7_0523300	N/A	
PF3D7_0523400	PF3D7_0523400.1	DnaJ protein, putative	PVP01_1010500	PF3D7_0523400	N/A	
PF3D7_0523500	PF3D7_0523500.1	dynein light chain Tctex-type, putative	PVP01_1010400	PF3D7_0523500	N/A	
PF3D7_0523600	PF3D7_0523600.1	conserved protein, unknown function	PVP01_1010300	PF3D7_0523600	N/A	
PF3D7_0523700	PF3D7_0523700.1	conserved Plasmodium membrane protein, unknown function	PVP01_1010200	PF3D7_0523700	N/A	
PF3D7_0523800	PF3D7_0523800.1	divalent metal transporter, putative	PVP01_1010100	PF3D7_0523800	N/A	
PF3D7_0523900	PF3D7_0523900.1	MerC domain-containing protein, putative	PVP01_1010000	PF3D7_0523900	N/A	
PF3D7_0524000	PF3D7_0524000.1	karyopherin beta	PVP01_1009900	PF3D7_0524000	KASbeta	
PF3D7_0524100	PF3D7_0524100.1	conserved Plasmodium protein, unknown function	PVP01_1009800	PF3D7_0524100	N/A	
PF3D7_0524200	PF3D7_0524200.1	conserved Plasmodium membrane protein, unknown function	PVP01_1009700	PF3D7_0524200	N/A	
PF3D7_0524300	PF3D7_0524300.1	conserved Plasmodium protein, unknown function	PVP01_1009600	PF3D7_0524300	N/A	
PF3D7_0524400	PF3D7_0524400.1	ribosome-interacting GTPase 1, putative	PVP01_1009500	PF3D7_0524400	RBG1	
PF3D7_0524500	PF3D7_0524500.1	conserved Plasmodium protein, unknown function	PVP01_1009400	PF3D7_0524500	N/A	
PF3D7_0524600	PF3D7_0524600.1	50S ribosomal protein L12, apicoplast, putative	PVP01_1009300	PF3D7_0524600	N/A	
PF3D7_0524700	PF3D7_0524700.1	mitochondrial import receptor subunit TOM22, putative	PVP01_1009200	PF3D7_0524700	TOM22	
PF3D7_0524800	PF3D7_0524800.1	ubiquitin fusion degradation protein 1, putative	PVP01_1009100	PF3D7_0524800	UFD1	
PF3D7_0524900	PF3D7_0524900.1	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative	PVP01_1008900	PF3D7_0524900	TYW1	
PF3D7_0525000	PF3D7_0525000.1	zinc finger protein, putative	PVP01_1008800	PF3D7_0525000	N/A	
PF3D7_0525100	PF3D7_0525100.1	acyl-CoA synthetase	PVP01_1008700	PF3D7_0525100	ACS10	
PF3D7_0525200	PF3D7_0525200.1	structural maintenance of chromosomes protein 6, putative	PVP01_1008600	PF3D7_0525200	SMC6	
PF3D7_0525300	PF3D7_0525300.1	conserved protein, unknown function	PVP01_1008500	PF3D7_0525300	N/A	
PF3D7_0525400	PF3D7_0525400.1	7-helix-1 protein	PVP01_1008400	PF3D7_0525400	N/A	
PF3D7_0525500	PF3D7_0525500.1	WD repeat-containing protein, putative	PVP01_1008300	PF3D7_0525500	N/A	
PF3D7_0525600	PF3D7_0525600.1	RNA methyltransferase, putative	PVP01_1008200	PF3D7_0525600	N/A	
PF3D7_0525700	PF3D7_0525700.1	conserved protein, unknown function	PVP01_1008100	PF3D7_0525700	N/A	
PF3D7_0525800	PF3D7_0525800.1	inner membrane complex protein 1g, putative	PVP01_1008000	PF3D7_0525800	IMC1g	
PF3D7_0525900	PF3D7_0525900.1	NIMA related kinase 2	PVP01_1007900	PF3D7_0525900	NEK2	
PF3D7_0526000	PF3D7_0526000.1	RAP protein, putative	PVP01_1007800	PF3D7_0526000	N/A	
PF3D7_0526100	PF3D7_0526100.1	conserved Plasmodium membrane protein, unknown function	PVP01_1007700	PF3D7_0526100	N/A	
PF3D7_0526200	PF3D7_0526200.1	ADP-ribosylation factor GTPase-activating protein 2	PVP01_1007600	PF3D7_0526200	ARFGAP2	
PF3D7_0526200	PF3D7_0526200.2	ADP-ribosylation factor GTPase-activating protein 2	PVP01_1007600	PF3D7_0526200	ARFGAP2	
PF3D7_0526300	PF3D7_0526300.1	WD repeat-containing protein 55, putative	PVP01_1007500	PF3D7_0526300	WDR55	
PF3D7_0526400	PF3D7_0526400.1	conserved Plasmodium protein, unknown function	PVP01_1007400	PF3D7_0526400	N/A	
PF3D7_0526500	PF3D7_0526500.1	conserved Plasmodium protein, unknown function	PVP01_1007300	PF3D7_0526500	N/A	
PF3D7_0526700	PF3D7_0526700.1	conserved protein, unknown function	PVP01_1007100	PF3D7_0526700	N/A	
PF3D7_0526800	PF3D7_0526800.1	conserved Plasmodium protein, unknown function	PVP01_1007000	PF3D7_0526800	N/A	
PF3D7_0526900	PF3D7_0526900.1	transmembrane emp24 domain-containing protein, putative	PVP01_1006900	PF3D7_0526900	N/A	
PF3D7_0527000	PF3D7_0527000.1	DNA replication licensing factor MCM3, putative	PVP01_1006800	PF3D7_0527000	MCM3	
PF3D7_0527100	PF3D7_0527100.1	ubiquitin-conjugating enzyme E2 N, putative	PVP01_1006700	PF3D7_0527100	UBC13	
PF3D7_0527200	PF3D7_0527200.1	ubiquitin carboxyl-terminal hydrolase 14	PVP01_1006600	PF3D7_0527200	USP14	
PF3D7_0527300	PF3D7_0527300.1	methionine aminopeptidase 1a, putative	PVP01_1006500	PF3D7_0527300	METAP1a	
PF3D7_0527400	PF3D7_0527400.1	conserved Plasmodium protein, unknown function	PVP01_1006400	PF3D7_0527400	N/A	
PF3D7_0527500	PF3D7_0527500.1	Hsc70-interacting protein	PVP01_1006300	PF3D7_0527500	HIP	
PF3D7_0527600	PF3D7_0527600.1	conserved Plasmodium protein, unknown function	PVP01_1006200	PF3D7_0527600	N/A	
PF3D7_0527900	PF3D7_0527900.1	ATP-dependent RNA helicase DDX41, putative	PVP01_1005900	PF3D7_0527900	DDX41	
PF3D7_0528000	PF3D7_0528000.1	proteasome maturation factor UMP1, putative	PVP01_1005800	PF3D7_0528000	UMP1	
PF3D7_0528100	PF3D7_0528100.1	AP-1/2 complex subunit beta, putative	PVP01_1005700	PF3D7_0528100	N/A	
PF3D7_0528200	PF3D7_0528200.1	eukaryotic translation initiation factor 3 subunit E, putative	PVP01_1005600	PF3D7_0528200	EIF3E	
PF3D7_0528300	PF3D7_0528300.1	conserved protein, unknown function	PVP01_1005500	PF3D7_0528300	N/A	
PF3D7_0528400	PF3D7_0528400.1	palmitoyltransferase DHHC7	PVP01_1005400	PF3D7_0528400	DHHC7	
PF3D7_0528500	PF3D7_0528500.1	F-actin-capping protein subunit alpha, putative	PVP01_1005300	PF3D7_0528500	CPalpha	
PF3D7_0528600	PF3D7_0528600.1	conserved Plasmodium protein, unknown function	PVP01_1005200	PF3D7_0528600	N/A	
PF3D7_0528700	PF3D7_0528700.1	peptidyl-prolyl cis-trans isomerase	PVP01_1005100	PF3D7_0528700	CYP23	
PF3D7_0528800	PF3D7_0528800.1	nucleolar preribosomal GTPase, putative	PVP01_1005000	PF3D7_0528800	N/A	
PF3D7_0528900	PF3D7_0528900.1	conserved protein, unknown function	PVP01_1004900	PF3D7_0528900	N/A	
PF3D7_0529000	PF3D7_0529000.1	conserved Plasmodium protein, unknown function	PVP01_1004800	PF3D7_0529000	N/A	
PF3D7_0529100	PF3D7_0529100.1	thioredoxin-like protein, putative	PVP01_1004700	PF3D7_0529100	ATrx2	
PF3D7_0529300	PF3D7_0529300.1	apicoplast TIC22 protein	PVP01_1004600	PF3D7_0529300	TIC22	
PF3D7_0529400	PF3D7_0529400.1	conserved Plasmodium protein, unknown function	PVP01_1004500	PF3D7_0529400	N/A	
PF3D7_0529400	PF3D7_0529400.2	conserved Plasmodium protein, unknown function	PVP01_1004500	PF3D7_0529400	N/A	
PF3D7_0529500	PF3D7_0529500.1	cell cycle regulator protein, putative	PVP01_1004400	PF3D7_0529500	N/A	
PF3D7_0529700	PF3D7_0529700.1	heptatricopeptide repeat-containing protein, putative	PVP01_1004200	PF3D7_0529700	N/A	
PF3D7_0529800	PF3D7_0529800.1	conserved Plasmodium protein, unknown function	PVP01_1004100	PF3D7_0529800	N/A	
PF3D7_0529900	PF3D7_0529900.1	RING zinc finger protein, putative	PVP01_1004000	PF3D7_0529900	N/A	
PF3D7_0530100	PF3D7_0530100.1	SNARE protein, putative	PVP01_1003800	PF3D7_0530100	SYN6	
PF3D7_0530200	PF3D7_0530200.1	phosphoenolpyruvate/phosphate translocator	PVP01_1003700,PVP01_1025700	PF3D7_0530200	PPT	
PF3D7_0530300	PF3D7_0530300.1	conserved Plasmodium membrane protein, unknown function	PVP01_1003600	PF3D7_0530300	N/A	
PF3D7_0530400	PF3D7_0530400.1	conserved Plasmodium protein, unknown function	PVP01_1003500	PF3D7_0530400	N/A	
PF3D7_0530500	PF3D7_0530500.1	conserved Plasmodium membrane protein, unknown function	PVP01_1003400	PF3D7_0530500	N/A	
PF3D7_0530600	PF3D7_0530600.1	XAP-5 DNA binding protein, putative	PVP01_1003300	PF3D7_0530600	N/A	
PF3D7_0530700	PF3D7_0530700.1	conserved Plasmodium protein, unknown function	PVP01_1003200	PF3D7_0530700	N/A	
PF3D7_0530750	PF3D7_0530750.1	dolichol-phosphate mannosyltransferase subunit 3, putative	PVP01_1003100	PF3D7_0530750	DPM3	
PF3D7_0530800	PF3D7_0530800.1	CPW-WPC family protein	PVP01_1003000	PF3D7_0530800	N/A	
PF3D7_0530900	PF3D7_0530900.1	formin 1	PVP01_1002900	PF3D7_0530900	FRM1	
PF3D7_0531000	PF3D7_0531000.1	SURF1 domain-containing protein, putative	PVP01_1002800	PF3D7_0531000	N/A	
PF3D7_0531200	PF3D7_0531200.1	ribosomal protein S16, mitochondrial, putative	PVP01_1002600	PF3D7_0531200	N/A	
PF3D7_0531300	PF3D7_0531300.1	conserved Plasmodium protein, unknown function	PVP01_1002500	PF3D7_0531300	N/A	
PF3D7_0531400	PF3D7_0531400.1	conserved Plasmodium protein, unknown function	PVP01_1002400	PF3D7_0531400	N/A	
PF3D7_0602000	PF3D7_0602000.1	zinc finger protein, putative	PVP01_1146900	PF3D7_0602000	N/A	
PF3D7_0602100	PF3D7_0602100.1	ATP-dependent RNA helicase MTR4	PVP01_1146800	PF3D7_0602100	MTR4	
PF3D7_0602200	PF3D7_0602200.1	MYND-type zinc finger protein, putative	PVP01_1146700	PF3D7_0602200	N/A	
PF3D7_0602300	PF3D7_0602300.1	liver merozoite formation protein, putative	PVP01_1146600	PF3D7_0602300	PALM	
PF3D7_0602400	PF3D7_0602400.1	elongation factor G	PVP01_1146500	PF3D7_0602400	EF-G	
PF3D7_0602500	PF3D7_0602500.1	geranylgeranyl transferase type-2 subunit beta, putative	PVP01_1146400	PF3D7_0602500	N/A	
PF3D7_0602600	PF3D7_0602600.1	SAC3 domain-containing protein, putative	PVP01_1146300	PF3D7_0602600	N/A	
PF3D7_0602700	PF3D7_0602700.1	conserved Plasmodium protein, unknown function	PVP01_1146200	PF3D7_0602700	N/A	
PF3D7_0602800	PF3D7_0602800.1	JmjC domain-containing protein, putative	PVP01_1146100	PF3D7_0602800	JmjC2	
PF3D7_0602900	PF3D7_0602900.1	conserved Plasmodium protein, unknown function	PVP01_1146000	PF3D7_0602900	N/A	
PF3D7_0603000	PF3D7_0603000.1	SDE2 domain-containing protein, putative	PVP01_1145900	PF3D7_0603000	N/A	
PF3D7_0603100	PF3D7_0603100.1	RNA-binding protein, putative	PVP01_1145800	PF3D7_0603100	N/A	
PF3D7_0603200	PF3D7_0603200.1	mitochondrial chaperone BCS1, putative	PVP01_1145700	PF3D7_0603200	BCS1	
PF3D7_0603300	PF3D7_0603300.1	dihydroorotate dehydrogenase	PVP01_1145600	PF3D7_0603300	DHODH	
PF3D7_0603400	PF3D7_0603400.1	trophozoite exported protein 1	PVP01_1145500	PF3D7_0603400	TEX1	
PF3D7_0603500	PF3D7_0603500.1	cation/H+ antiporter	PVP01_1145400	PF3D7_0603500	CAX	
PF3D7_0603700	PF3D7_0603700.1	phenylalanine--tRNA ligase	PVP01_1145200	PF3D7_0603700	mFRS	
PF3D7_0603800	PF3D7_0603800.1	centrosomal protein CEP76, putative	PVP01_1145100	PF3D7_0603800	CEP76	
PF3D7_0603900	PF3D7_0603900.1	conserved Plasmodium protein, unknown function	PVP01_1145000	PF3D7_0603900	N/A	
PF3D7_0604000	PF3D7_0604000.1	conserved Plasmodium protein, unknown function	PVP01_1144900	PF3D7_0604000	N/A	
PF3D7_0604200	PF3D7_0604200.1	ribosomal protein L41, mitochondrial, putative	PVP01_1144700	PF3D7_0604200	N/A	
PF3D7_0604300	PF3D7_0604300.1	conserved Plasmodium protein, unknown function	PVP01_1144600	PF3D7_0604300	N/A	
PF3D7_0604400	PF3D7_0604400.1	conserved protein, unknown function	PVP01_1144500	PF3D7_0604400	N/A	
PF3D7_0604600	PF3D7_0604600.1	DNA helicase, putative	PVP01_1144300	PF3D7_0604600	N/A	
PF3D7_0604700	PF3D7_0604700.1	glyoxalase I-like protein GILP	PVP01_1144200	PF3D7_0604700	GILP	
PF3D7_0604800	PF3D7_0604800.1	RAP protein, putative	PVP01_1144100	PF3D7_0604800	N/A	
PF3D7_0604900	PF3D7_0604900.1	conserved Plasmodium protein, unknown function	PVP01_1144000	PF3D7_0604900	N/A	
PF3D7_0605000	PF3D7_0605000.1	50S ribosomal protein L24, putative	PVP01_1143900	PF3D7_0605000	N/A	
PF3D7_0605200	PF3D7_0605200.1	acylphosphatase, putative	PVP01_1143700	PF3D7_0605200	N/A	
PF3D7_0605300	PF3D7_0605300.1	serine/threonine protein kinase ARK1	PVP01_1143600	PF3D7_0605300	ARK1	
PF3D7_0605400	PF3D7_0605400.1	calcium-binding protein, putative	PVP01_1143500	PF3D7_0605400	N/A	
PF3D7_0605500	PF3D7_0605500.1	cyclin dependent kinase binding protein, putative	PVP01_1143400	PF3D7_0605500	N/A	
PF3D7_0605600	PF3D7_0605600.1	nucleoside diphosphate kinase, putative	PVP01_1143300	PF3D7_0605600	N/A	
PF3D7_0605700	PF3D7_0605700.1	conserved Plasmodium protein, unknown function	PVP01_1143200	PF3D7_0605700	N/A	
PF3D7_0605800	PF3D7_0605800.1	DNA repair protein RAD50, putative	PVP01_1143100	PF3D7_0605800	RAD50	
PF3D7_0605900	PF3D7_0605900.1	elongation of fatty acids protein, putative	PVP01_1143000	PF3D7_0605900	N/A	
PF3D7_0606100	PF3D7_0606100.1	RNA-binding protein, putative	PVP01_1142800	PF3D7_0606100	N/A	
PF3D7_0606200	PF3D7_0606200.1	ubiquitin-conjugating enzyme E2 PEX4, putative	PVP01_1142700	PF3D7_0606200	PEX4	
PF3D7_0606300	PF3D7_0606300.1	conserved Plasmodium protein, unknown function	PVP01_1142600	PF3D7_0606300	N/A	
PF3D7_0606400	PF3D7_0606400.1	conserved Plasmodium protein, unknown function	PVP01_1142500	PF3D7_0606400	N/A	
PF3D7_0606500	PF3D7_0606500.1	polypyrimidine tract-binding protein, putative	PVP01_1142400	PF3D7_0606500	PTB	
PF3D7_0606600	PF3D7_0606600.1	conserved Plasmodium protein, unknown function	PVP01_1142300	PF3D7_0606600	N/A	
PF3D7_0606700	PF3D7_0606700.1	coatomer alpha subunit, putative	PVP01_1142200	PF3D7_0606700	N/A	
PF3D7_0606900	PF3D7_0606900.1	glutaredoxin-like protein	PVP01_1142100	PF3D7_0606900	GLP2	
PF3D7_0607000	PF3D7_0607000.1	translation initiation factor IF-2, putative	PVP01_1142000	PF3D7_0607000	N/A	
PF3D7_0607100	PF3D7_0607100.1	MYND-type zinc finger protein, putative	PVP01_1141900	PF3D7_0607100	N/A	
