Gene ID	source_id	Product Description	Gene Name or Symbol	gene_source_id	P. falciparum Su Seven Stages RNA Seq data - Ring - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Early Trophozoite - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Late Trophozoite - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Schizont - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Gametocyte II - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Gametocyte V - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Ookinete - unique (3D7 7Stages RNA-Seq)	
PF3D7_0603700	PF3D7_0603700.1	phenylalanine--tRNA ligase	mFRS	PF3D7_0603700	2.93	0.92	9.86	2.79	7.14	21.26	2.23	
PF3D7_0603800	PF3D7_0603800.1	centrosomal protein CEP76, putative	CEP76	PF3D7_0603800	3.75	2.26	49.49	83.71	27.43	18.44	21.44	
PF3D7_0603900	PF3D7_0603900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0603900	3.16	0.14	2.99	0.55	23.72	110.63	36.92	
PF3D7_0604000	PF3D7_0604000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0604000	2.93	2.39	2.28	0.62	4.67	13.84	2.96	
PF3D7_0604100	PF3D7_0604100.1	AP2 domain transcription factor	SIP2	PF3D7_0604100	4.98	1.13	69.4	74.32	32.84	10.06	23.29	
PF3D7_0604200	PF3D7_0604200.1	ribosomal protein L41, mitochondrial, putative	N/A	PF3D7_0604200	3.62	23.36	42.15	17.57	84.9	8.18	10.55	
PF3D7_0604300	PF3D7_0604300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0604300	8.85	18.47	37.39	15.73	41.7	127.44	8.97	
PF3D7_0604400	PF3D7_0604400.1	conserved protein, unknown function	N/A	PF3D7_0604400	3.8	0.86	0.7	1.15	178.99	4730.33	85.86	
PF3D7_0604500	PF3D7_0604500.1	GYF domain-containing protein, putative	N/A	PF3D7_0604500	163.88	118.91	82.37	36.25	18.17	69.3	66.22	
PF3D7_0604600	PF3D7_0604600.1	DNA helicase, putative	N/A	PF3D7_0604600	2.78	1.85	3.21	0.96	3.15	7.22	8.39	
PF3D7_0604700	PF3D7_0604700.1	glyoxalase I-like protein GILP	GILP	PF3D7_0604700	8.64	13.26	169.65	77.07	169.18	70.82	41.85	
PF3D7_0604800	PF3D7_0604800.1	RAP protein, putative	N/A	PF3D7_0604800	2.29	3.81	2.85	0	1.55	9.35	3.45	
PF3D7_0604900	PF3D7_0604900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0604900	4.72	6.91	19.55	8.6	174.82	134.72	495.78	
PF3D7_0605000	PF3D7_0605000.1	50S ribosomal protein L24, putative	N/A	PF3D7_0605000	5.52	3.4	7.06	2.12	26.48	19.72	422.05	
PF3D7_0605100	PF3D7_0605100.1	RNA-binding protein, putative	N/A	PF3D7_0605100	130.96	100.64	94.66	180.19	24.84	42.07	144.27	
PF3D7_0605200	PF3D7_0605200.1	acylphosphatase, putative	N/A	PF3D7_0605200	15.64	2.43	103.26	41.28	302.34	105.2	28.33	
PF3D7_0605300	PF3D7_0605300.1	serine/threonine protein kinase ARK1	ARK1	PF3D7_0605300	9.12	2.45	114.39	65.3	340.8	270.35	96.63	
PF3D7_0605400	PF3D7_0605400.1	calcium-binding protein, putative	N/A	PF3D7_0605400	3.87	0.63	9.58	6.41	17.49	42.12	18.48	
PF3D7_0605500	PF3D7_0605500.1	cyclin dependent kinase binding protein, putative	N/A	PF3D7_0605500	4.84	0.59	22.57	16.29	12.55	38.17	15.49	
PF3D7_0605600	PF3D7_0605600.1	nucleoside diphosphate kinase, putative	N/A	PF3D7_0605600	4.24	0.73	1.41	0.45	7.7	23.81	417.44	
PF3D7_0605700	PF3D7_0605700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0605700	6.56	0.72	4.68	3.62	14.82	54.7	370.53	
PF3D7_0605800	PF3D7_0605800.1	DNA repair protein RAD50, putative	RAD50	PF3D7_0605800	15.95	12.1	27.65	12.18	6.82	14.5	19.28	
PF3D7_0605900	PF3D7_0605900.1	elongation of fatty acids protein, putative	N/A	PF3D7_0605900	260.46	15.11	285.53	136.2	310.56	201.64	205.73	
PF3D7_0606000	PF3D7_0606000.1	protein KIC1	KIC1	PF3D7_0606000	200.95	72.18	62.2	35.31	28.46	36.93	42.4	
PF3D7_0606100	PF3D7_0606100.1	RNA-binding protein, putative	N/A	PF3D7_0606100	123.96	119.55	90.99	17.35	61.8	39.45	102.9	
PF3D7_0606200	PF3D7_0606200.1	ubiquitin-conjugating enzyme E2 PEX4, putative	PEX4	PF3D7_0606200	89.68	54.34	181.78	197.14	1514.38	578.98	66.74	
PF3D7_0606300	PF3D7_0606300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0606300	10.13	2.49	12.88	11.75	212.77	345.56	16.12	
PF3D7_0606400	PF3D7_0606400.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0606400	9.44	3.65	1.65	1.64	85.69	1049.18	299.04	
PF3D7_0606500	PF3D7_0606500.1	polypyrimidine tract-binding protein, putative	PTB	PF3D7_0606500	85.89	25.92	47.61	13.37	16.08	25.27	19.41	
PF3D7_0606600	PF3D7_0606600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0606600	95.83	64.83	32.36	9.74	15.45	46.75	109.63	
PF3D7_0606700	PF3D7_0606700.1	coatomer alpha subunit, putative	N/A	PF3D7_0606700	98.11	57.44	120.14	118.96	37	44.91	46.86	
PF3D7_0606800	PF3D7_0606800.1	VFT protein	VFT1	PF3D7_0606800	20.01	6.81	58.24	18.58	32.47	85.29	56.19	
PF3D7_0606900	PF3D7_0606900.1	glutaredoxin-like protein	GLP2	PF3D7_0606900	18.28	31.33	14.6	2.81	61.88	239.91	36.06	
PF3D7_0607000	PF3D7_0607000.1	translation initiation factor IF-2, putative	N/A	PF3D7_0607000	248.85	474.55	192.99	102.78	35.64	24.59	157.15	
PF3D7_0607100	PF3D7_0607100.1	MYND-type zinc finger protein, putative	N/A	PF3D7_0607100	5.27	0.97	2.29	0.44	20.59	46.85	19.91	
PF3D7_0607200	PF3D7_0607200.1	RING zinc finger protein, putative	N/A	PF3D7_0607200	6.19	0.83	30.16	5.76	34.93	159.49	18.45	
PF3D7_0607300	PF3D7_0607300.1	uroporphyrinogen III decarboxylase	UROD	PF3D7_0607300	3.42	0.37	7.45	2.49	30.62	115.84	11.98	
PF3D7_0607400	PF3D7_0607400.1	G-protein associated signal transduction protein, putative	N/A	PF3D7_0607400	15.19	10.47	35.32	25.39	62.94	56.01	23.46	
PF3D7_0607500	PF3D7_0607500.1	4-hydroxybenzoate polyprenyltransferase, putative	COQ2	PF3D7_0607500	6.51	8.31	20.37	13.05	23.38	52.1	9.5	
PF3D7_0607600	PF3D7_0607600.1	spindle assembly abnormal protein 6, putative	SAS6	PF3D7_0607600	5.19	0.95	95.74	101.52	26.41	13.71	30.48	
PF3D7_0607700	PF3D7_0607700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0607700	3.31	0.46	36.58	43.86	18.33	476.15	62.85	
PF3D7_0607800	PF3D7_0607800.1	GTP-binding protein, putative	N/A	PF3D7_0607800	3.61	2.5	6.36	1.22	8.69	14.81	124.86	
PF3D7_0607900	PF3D7_0607900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0607900	3.74	4.96	19.4	3.34	10.19	48.87	208.87	
PF3D7_0608000	PF3D7_0608000.1	diphthine methyltransferase, putative	DPH7	PF3D7_0608000	35.19	44.72	48.21	23.26	138.73	98.6	103.17	
PF3D7_0608100	PF3D7_0608100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0608100	24.79	26.59	42.55	12.01	13.93	34.29	101.93	
PF3D7_0608200	PF3D7_0608200.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0608200	3.61	8.13	11.95	6.57	9.72	11.58	75.79	
PF3D7_0608300	PF3D7_0608300.1	heptatricopeptide repeat-containing protein, putative	N/A	PF3D7_0608300	3.24	6.95	6.06	2.45	5.98	32.51	9	
PF3D7_0608310	PF3D7_0608310.1	sorting assembly machinery 50 kDa subunit, putative	SAM50	PF3D7_0608310	12.48	10.8	11.02	1.36	21.2	41.58	31.67	
PF3D7_0608400	PF3D7_0608400.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0608400	16.41	5.73	53	3.86	278.59	790.55	236.31	
PF3D7_0608500	PF3D7_0608500.1	proteasome subunit alpha type-2, putative	N/A	PF3D7_0608500	54.96	82.44	260.99	130.31	80.56	46.51	113.44	
PF3D7_0608600	PF3D7_0608600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0608600	4.59	10.25	13.22	1.45	66.53	650.59	153.62	
PF3D7_0608700	PF3D7_0608700.1	T-complex protein 1 subunit zeta	CCT6	PF3D7_0608700	117.23	191.39	165.27	56.53	37.54	21.46	176.8	
PF3D7_0608800	PF3D7_0608800.1	ornithine aminotransferase	OAT	PF3D7_0608800	188.47	4034.05	4099.42	799.74	801.72	593.97	526.84	
PF3D7_0608900	PF3D7_0608900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0608900	3.75	4.61	14.91	12.85	13.67	28.01	6.47	
PF3D7_0609000	PF3D7_0609000.1	nucleoporin NUP637, putative	NUP637	PF3D7_0609000	59.21	99.39	70.01	48.63	33.37	67.25	22.43	
PF3D7_0609100	PF3D7_0609100.1	zinc transporter ZIP1, putative	ZIP1	PF3D7_0609100	200.83	115.07	99.08	44.27	305.98	485.85	263.77	
PF3D7_0609200	PF3D7_0609200.1	citrate synthase-like protein, putative	N/A	PF3D7_0609200	12.4	11.18	5.28	5.76	20.65	39.15	11.7	
PF3D7_0609300	PF3D7_0609300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0609300	4.01	3.67	15.03	2.51	7.72	73.38	116.92	
PF3D7_0609400	PF3D7_0609400.1	mitochondrial cardiolipin synthase, putative	CLS	PF3D7_0609400	6.66	17.75	8.91	2.39	11.85	57.76	10.67	
PF3D7_0609500	PF3D7_0609500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0609500	3.92	0.57	2.11	2.71	7.25	21.6	1.86	
PF3D7_0609600	PF3D7_0609600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0609600	3.2	0.28	2.29	0.66	3.64	27.45	93.01	
PF3D7_0609700	PF3D7_0609700.1	protein KIC6	KIC6	PF3D7_0609700	155.23	58.26	32.98	51.22	35.36	33.56	273.69	
PF3D7_0609800	PF3D7_0609800.1	palmitoyltransferase DHHC2, putative	DHHC2	PF3D7_0609800	28.42	7.17	245.38	1172.5	130.54	104.25	144.38	
PF3D7_0609900	PF3D7_0609900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0609900	30.45	11.82	27.11	59.53	21.46	19.33	4.91	
PF3D7_0610000	PF3D7_0610000.1	ribosomal protein L19, mitochondrial, putative	N/A	PF3D7_0610000	6.31	3.9	42.76	17.09	38.5	53.43	45.79	
PF3D7_0610100	PF3D7_0610100.1	pre-mRNA-splicing factor SLU7, putative	SLU7	PF3D7_0610100	64.78	78.37	58.66	42.67	40.88	41	83.56	
PF3D7_0610200	PF3D7_0610200.1	RNA-binding protein 25, putative	RBM25	PF3D7_0610200	39.55	26.41	15.45	5.15	7.57	23.28	28.89	
PF3D7_0610400	PF3D7_0610400.1	histone H3	H3	PF3D7_0610400	413.41	1244.51	47594.37	71149.34	72304.93	8065.98	9173.69	
PF3D7_0610500	PF3D7_0610500.1	peptidyl-tRNA hydrolase PTRHD1, putative	N/A	PF3D7_0610500	24.21	39.53	29.93	49.94	38.8	31.57	31.99	
PF3D7_0610600	PF3D7_0610600.1	calcium-dependent protein kinase 2	CDPK2	PF3D7_0610600	9.37	24.54	50.95	30.12	45.44	34.27	18.33	
PF3D7_0610700	PF3D7_0610700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0610700	59.86	40.62	38.38	7.04	24.01	24.63	11.27	
PF3D7_0610800	PF3D7_0610800.1	transketolase	TK	PF3D7_0610800	251.71	253.64	254.73	65.32	34.88	15.58	27.26	
PF3D7_0610900	PF3D7_0610900.1	transcription elongation factor SPT5, putative	SPT5	PF3D7_0610900	114.11	137.68	51.31	14.5	74.3	52.23	74.7	
PF3D7_0611000	PF3D7_0611000.1	SNARE associated Golgi protein, putative	N/A	PF3D7_0611000	3.93	0.35	14.05	6.45	46.05	558.54	18.94	
PF3D7_0611100	PF3D7_0611100.1	succinate dehydrogenase subunit 3, putative	SDH3	PF3D7_0611100	1.35	0.61	17.38	9.83	104.78	70.74	35.41	
PF3D7_0611200	PF3D7_0611200.1	AP2 domain transcription factor, putative	ApiAP2	PF3D7_0611200	1.62	4.03	14.65	13.32	39.96	70.91	3.55	
PF3D7_0611300	PF3D7_0611300.1	ATP synthase-associated protein, putative	N/A	PF3D7_0611300	6.05	3.63	40.96	5.88	151.61	139.82	7.06	
PF3D7_0611400	PF3D7_0611400.1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin	SWIB	PF3D7_0611400	12.13	6.33	12.04	4.97	5.23	16.91	5.97	
PF3D7_0611500	PF3D7_0611500.1	conserved protein, unknown function	N/A	PF3D7_0611500	1.41	0.28	2.43	2.86	12.03	202.56	9.61	
PF3D7_0611600	PF3D7_0611600.1	basal complex transmembrane protein 1	BTP1	PF3D7_0611600	7.83	1.41	43.37	60.87	13.88	152.6	98.24	
PF3D7_0611700	PF3D7_0611700.1	60S ribosomal protein L39	RPL39	PF3D7_0611700	290.81	457.6	221.34	55.57	212.15	294.42	133.48	
PF3D7_0611800	PF3D7_0611800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0611800	11.73	37.97	25.49	13.09	38.87	117.14	180.52	
PF3D7_0611900	PF3D7_0611900.1	lsm12, putative	N/A	PF3D7_0611900	15.04	30	88.82	50.14	270.52	392.59	252.09	
PF3D7_0612000	PF3D7_0612000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0612000	12.66	6.01	56.91	41.28	128.4	88	29.16	
PF3D7_0612100	PF3D7_0612100.1	eukaryotic translation initiation factor 3 subunit L, putative	EIF3L	PF3D7_0612100	113.96	55.65	82.26	25.13	5.54	18.51	12.07	
PF3D7_0612200	PF3D7_0612200.1	leucine-rich repeat protein	LRR6	PF3D7_0612200	6.23	1.7	63.55	93.96	78.72	65.34	129.99	
PF3D7_0612300	PF3D7_0612300.1	transmembrane protein 234, putative	TMEM234	PF3D7_0612300	2.38	0.86	7.01	1.73	23.67	32.31	8.33	
PF3D7_0612400	PF3D7_0612400.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0612400	2.87	1.29	12.32	9.58	55.46	100.29	16.74	
PF3D7_0612500	PF3D7_0612500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0612500	4.64	3.77	1.71	6.77	343.42	4441.47	804.62	
PF3D7_0612600	PF3D7_0612600.1	cytoplasmic tRNA 2-thiolation protein 1, putative	NCS6	PF3D7_0612600	20.99	35.63	55.52	90.59	34.75	57.03	32.85	
PF3D7_0612700	PF3D7_0612700.1	6-cysteine protein P12	P12	PF3D7_0612700	11.72	7.78	120.43	107.94	12.14	78.14	54.14	
PF3D7_0612800	PF3D7_0612800.1	6-cysteine protein	P12p	PF3D7_0612800	9.74	13.45	8.18	6.66	26.5	60.7	23.99	
PF3D7_0612900	PF3D7_0612900.1	nucleolar GTP-binding protein 1, putative	NOG1	PF3D7_0612900	353.43	448.26	174.27	47.47	138.37	92.6	170.31	
PF3D7_0613000	PF3D7_0613000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0613000	13.68	8.97	90.93	31.72	209.53	144.76	18.14	
PF3D7_0613000	PF3D7_0613000.2	conserved Plasmodium protein, unknown function	N/A	PF3D7_0613000	13.68	8.97	90.93	31.72	209.53	144.76	18.14	
PF3D7_0613000	PF3D7_0613000.3	conserved Plasmodium protein, unknown function	N/A	PF3D7_0613000	13.68	8.97	90.93	31.72	209.53	144.76	18.14	
PF3D7_0613100	PF3D7_0613100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0613100	58.79	57.53	109.8	47.03	589.76	218.57	43.93	
PF3D7_0613200	PF3D7_0613200.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0613200	6.5	1.67	66.31	30.45	269.35	163.88	121.91	
PF3D7_0613300	PF3D7_0613300.1	rhoptry protein ROP14	ROP14	PF3D7_0613300	4.34	0.5	22.13	45.4	2.23	4.52	49.47	
PF3D7_0613400	PF3D7_0613400.1	50S ribosomal protein L18, apicoplast, putative	N/A	PF3D7_0613400	9.53	25.29	295.81	616.31	611.47	518.11	261.79	
PF3D7_0613500	PF3D7_0613500.1	AP-3 complex subunit beta, putative	N/A	PF3D7_0613500	3.28	7.52	14.86	8.32	13.68	51.05	28.71	
PF3D7_0613600	PF3D7_0613600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0613600	3.17	1.18	15.39	18.15	9.75	70.58	22.03	
PF3D7_0613700	PF3D7_0613700.1	syntaxin-binding protein, putative	N/A	PF3D7_0613700	12.07	28.5	67	68.02	33.84	130.98	157.75	
PF3D7_0613800	PF3D7_0613800.1	AP2 domain transcription factor, putative	ApiAP2	PF3D7_0613800	6.57	2.04	158.51	157.94	46.57	24.26	42.1	
PF3D7_0613900	PF3D7_0613900.1	myosin E, putative	MyoE	PF3D7_0613900	10.62	3.77	69.43	158.11	4.2	7.08	200.47	
PF3D7_0614000	PF3D7_0614000.1	thiamine-phosphate synthase, putative	N/A	PF3D7_0614000	5.15	6.06	52.77	39.82	30.27	44.88	85.54	
PF3D7_0614100	PF3D7_0614100.1	filamin domain-containing protein, putative	N/A	PF3D7_0614100	5.08	3.44	15.46	28.45	17.68	61.99	24.37	
PF3D7_0614200	PF3D7_0614200.1	cytosolic Fe-S cluster assembly factor NAR1, putative	NAR1	PF3D7_0614200	8.64	8.02	8.97	4.08	9.4	31.23	13.06	
PF3D7_0614300	PF3D7_0614300.1	major facilitator superfamily-related transporter, putative	MFR1	PF3D7_0614300	165.2	408.44	461.06	299.45	87.81	40.28	103.34	
PF3D7_0614400	PF3D7_0614400.1	pre-mRNA-splicing factor CWF7, putative	CWF7	PF3D7_0614400	51.11	72.21	38.61	8.87	33.92	119.06	898.6	
PF3D7_0614500	PF3D7_0614500.1	60S ribosomal protein L19	RPL19	PF3D7_0614500	281.33	897.36	527.77	100.38	420.05	205.9	528.29	
PF3D7_0614600	PF3D7_0614600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0614600	3.04	0.33	3.39	8.05	27.1	103.21	8.87	
PF3D7_0614700	PF3D7_0614700.1	F-box protein FBXO6, putative	N/A	PF3D7_0614700	4.4	0.84	17.71	41.96	23.08	120.87	48.35	
PF3D7_0614800	PF3D7_0614800.1	endonuclease III-like protein 1, putative	NTHL1	PF3D7_0614800	5.56	34.16	49.13	16.49	17.68	67.99	86.03	
PF3D7_0614900	PF3D7_0614900.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_0614900	3.61	1.77	32.31	28.98	23.32	97.63	103.95	
PF3D7_0615000	PF3D7_0615000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0615000	32.36	20.15	19.29	4.21	114.96	309.59	155.14	
PF3D7_0615100	PF3D7_0615100.1	enoyl-acyl carrier reductase	ENR	PF3D7_0615100	11.12	1.77	4.24	7.15	43.09	31.64	54.96	
PF3D7_0615200	PF3D7_0615200.1	conserved protein, unknown function	N/A	PF3D7_0615200	2.4	0.68	6.95	1.64	15.52	192.89	78.69	
PF3D7_0615300	PF3D7_0615300.1	GPI-anchored wall transfer protein 1, putative	GWT1	PF3D7_0615300	3.69	1.4	15.73	4.95	26.02	223.31	25.5	
PF3D7_0615400	PF3D7_0615400.1	ribonuclease, putative	N/A	PF3D7_0615400	40.23	34.02	51.78	18.83	16.89	29.47	54.84	
PF3D7_0615500	PF3D7_0615500.1	cdc2-related protein kinase 5	CRK5	PF3D7_0615500	7.7	3.11	159.9	89.75	14.13	73.97	202.24	
PF3D7_0615600	PF3D7_0615600.1	zinc finger protein, putative	N/A	PF3D7_0615600	28.35	22.78	19.57	6.45	8.26	17.8	15.29	
PF3D7_0615700	PF3D7_0615700.1	THO complex subunit 4, putative	ALYREF	PF3D7_0615700	51.95	19.84	60.29	19.72	219.02	304.57	41.05	
PF3D7_0615800	PF3D7_0615800.1	conserved oligomeric Golgi complex subunit 4, putative	COG4	PF3D7_0615800	4.87	9.08	36.11	24.02	15.04	15.97	7.52	
PF3D7_0615900	PF3D7_0615900.1	protein phosphatase, putative	N/A	PF3D7_0615900	6.43	22.49	37.27	16.11	20.98	63.25	24.14	
PF3D7_0616000	PF3D7_0616000.1	pyridoxal kinase	PDXK	PF3D7_0616000	13.19	71.57	92.11	15.33	28.04	22.18	32.85	
PF3D7_0616100	PF3D7_0616100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0616100	20.67	27.6	25.64	5.58	283.88	190.83	110.54	
PF3D7_0616200	PF3D7_0616200.1	kinetochore protein NDC80, putative	NDC80	PF3D7_0616200	6.31	17.6	75.37	81.93	125.49	52.08	208.53	
PF3D7_0616300	PF3D7_0616300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0616300	6.46	14.78	14.08	14.48	23.68	55.5	10.87	
PF3D7_0616400	PF3D7_0616400.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0616400	4.82	4.28	5.14	3.19	3	8.94	5.01	
PF3D7_0616500	PF3D7_0616500.1	TRAP-like protein	TLP	PF3D7_0616500	5.49	1.41	1.4	1.96	2.57	40.92	157.91	
PF3D7_0616600	PF3D7_0616600.1	conserved protein, unknown function	N/A	PF3D7_0616600	3.8	2.37	22.32	12.86	10.69	80.52	286.7	
PF3D7_0616700	PF3D7_0616700.1	ras GTPAse, putative	N/A	PF3D7_0616700	3.07	7.61	14.2	1.2	15.44	51.92	40.28	
PF3D7_0616800	PF3D7_0616800.1	malate:quinone oxidoreductase	MQO	PF3D7_0616800	11.94	47.05	64.95	21.35	17.99	47.81	31.34	
PF3D7_0616900	PF3D7_0616900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0616900	13.92	17.46	15.61	3.12	7.46	27.87	46.88	
PF3D7_0617000	PF3D7_0617000.1	mitochondrial import receptor subunit TOM40, putative	TOM40	PF3D7_0617000	57.84	137.11	63.44	7.1	22.04	42.91	19.67	
PF3D7_0617100	PF3D7_0617100.1	AP-2 complex subunit alpha, putative	N/A	PF3D7_0617100	56.32	97.71	49.52	35.87	18.03	33.12	38.88	
PF3D7_0617200	PF3D7_0617200.1	BFR1 domain-containing protein, putative	N/A	PF3D7_0617200	406.09	425.98	287.25	153.3	113.42	145.45	146.4	
PF3D7_0617300	PF3D7_0617300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0617300	37.22	9.85	105.45	63.39	426.68	200.74	113.32	
PF3D7_0617400	PF3D7_0617400.1	erythrocyte membrane protein 1, PfEMP1	VAR	PF3D7_0617400	39.78	4.71	2.79	0.17	6.27	2.45	2.28	
PF3D7_0617500	PF3D7_0617500.1	rifin, pseudogene	RIF	PF3D7_0617500	5.66	0.32	7.17	0	64.91	46.53	7.75	
PF3D7_0617600	PF3D7_0617600.1	stevor	N/A	PF3D7_0617600	4.3	0.34	10.6	0	7.75	0.46	0	
PF3D7_0617700	PF3D7_0617700.1	rifin	RIF	PF3D7_0617700	6.65	0.31	1.13	0	3.18	1.05	0	
PF3D7_0617800	PF3D7_0617800.1	histone H2A	H2A	PF3D7_0617800	660.06	1589.46	36446.61	24409.55	31745.08	13626.85	54885.89	
PF3D7_0617900	PF3D7_0617900.1	histone H3 variant	H3.3	PF3D7_0617900	2600.36	3150.21	6998.27	32764.91	21806.44	12827.4	7284.67	
PF3D7_0618000	PF3D7_0618000.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_0618000	4.34	1.09	45.21	82.72	7.96	7.99	39.86	
PF3D7_0618100	PF3D7_0618100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0618100	4.8	3.57	10.2	8.05	5.68	23.4	21.32	
PF3D7_0618200	PF3D7_0618200.1	conserved protein, unknown function	N/A	PF3D7_0618200	41.91	84.76	57.76	10.32	53.98	76.55	37.18	
PF3D7_0618300	PF3D7_0618300.1	60S ribosomal protein L27a, putative	N/A	PF3D7_0618300	1300.76	1468.47	1032.19	1647.05	1009.76	336.4	292.81	
PF3D7_0618400	PF3D7_0618400.1	LMBR1 domain-containing protein, putative	N/A	PF3D7_0618400	2.55	0.6	0.77	0	3.92	6.07	0	
PF3D7_0618500	PF3D7_0618500.1	malate dehydrogenase	MDH	PF3D7_0618500	7.4	2.6	78.22	72.31	379.73	482.46	72.63	
PF3D7_0618600	PF3D7_0618600.1	rhomboid protease ROM10	ROM10	PF3D7_0618600	3.5	5.01	14.86	3.75	28.59	92.79	14.42	
PF3D7_0618700	PF3D7_0618700.1	trafficking protein particle complex subunit 6A, putative	N/A	PF3D7_0618700	10.73	13.44	24.44	8.69	39.12	122.89	45.23	
PF3D7_0618800	PF3D7_0618800.1	heptatricopeptide repeat-containing protein, putative	N/A	PF3D7_0618800	3.42	3.19	6.99	4.02	5.83	27.73	8.7	
PF3D7_0618900	PF3D7_0618900.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1	GPI1	PF3D7_0618900	3.8	1.96	28.91	12.16	13.83	280.69	63.16	
PF3D7_0618900	PF3D7_0618900.2	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1	GPI1	PF3D7_0618900	3.8	1.96	28.91	12.16	13.83	280.69	63.16	
PF3D7_0619000	PF3D7_0619000.1	conserved protein, unknown function	N/A	PF3D7_0619000	34.37	54.13	35.72	15.15	13.64	33.48	40.26	
PF3D7_0619000	PF3D7_0619000.2	conserved protein, unknown function	N/A	PF3D7_0619000	34.37	54.13	35.72	15.15	13.64	33.48	40.26	
PF3D7_0619100	PF3D7_0619100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0619100	9.67	7.19	12.74	6.18	10.54	25.12	0	
PF3D7_0619200	PF3D7_0619200.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0619200	47.47	24.26	20.48	7.77	8.61	15.45	32.65	
PF3D7_0619300	PF3D7_0619300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0619300	4.35	4.64	6.53	2.74	7	37.82	17.4	
PF3D7_0619400	PF3D7_0619400.1	cell division cycle protein 48 homologue, putative	N/A	PF3D7_0619400	52.67	208.19	616.42	474.05	105.61	29.6	162.07	
PF3D7_0619500	PF3D7_0619500.1	acyl-CoA synthetase	ACS12	PF3D7_0619500	11.87	18.88	15.75	4	2.02	2.76	1.42	
PF3D7_0619600	PF3D7_0619600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_0619600	2.27	4.16	5.64	0.24	4.71	9.86	0	
PF3D7_0619700	PF3D7_0619700.1	F-box protein FBXO1, putative	N/A	PF3D7_0619700	4.2	1.77	22.96	23.11	17.22	89.65	19.55	
PF3D7_0619800	PF3D7_0619800.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_0619800	12.04	14.08	14.83	5.14	4.96	15.25	1.96	
PF3D7_0619900	PF3D7_0619900.1	splicing factor 3A subunit 2, putative	SF3A2	PF3D7_0619900	19.85	20.73	40.1	5.29	40.12	89.33	27.54	
PF3D7_0620000	PF3D7_0620000.1	PIMMS43 protein	PIMMS43	PF3D7_0620000	3.02	0.4	0.74	0.82	2.09	4.97	6425.51	
